,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
21,2               IndiGo,1/6/2019,Delhi,Cochin,,5:10,10:05,4h 55m,1 stop,No info,6842
21,3          Jet Airways,,Mumbai,Hyderabad,BOM → HYD,8:45,10:15,1h 30m,non-stop,In-flight meal not included,4995
21,4              Vistara,9/6/2019,Kolkata,Banglore,CCU → DEL → BLR,7:10,18:50,11h 40m,1 stop,No info,9555
21,5               IndiGo,1/6/2019,Banglore,Delhi,BLR → DEL,1:30,4:15,2h 45m,non-stop,No info,4077
21,6          Jet Airways,12/5/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,No info,7229
21,7    Multiple carriers,9/6/2019,Delhi,Cochin,DEL → BOM → COK,9:00,19:00,10h,1 stop,No info,12192
21,8            Air India,12/4/2019,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,,5911
21,9            Air India,12/6/2019,Delhi,,DEL → BOM → COK,9:00,19:15,10h 15m,1 stop,No info,8372
22,0,18/3/2019,Mumbai,Hyderabad,BOM → HYD,7:10,8:35,1h 25m,non-stop,In-flight meal not included,4995
22,1    Multiple carriers,9/5/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9h 15m,1 stop,No info,14323
22,2          Jet Airways,9/6/2019,Delhi,Cochin,DEL → JAI → BOM → COK,5:30,10/6/2023 4:25,22h 55m,2 stops,No info,13014
22,3            Air India,6/6/2019,Delhi,Cochin,DEL → CCU → BOM → COK,14:25,7/6/2023 19:15,28h 50m,2 stops,No info,13591
22,4,3/3/2019,Delhi,Cochin,DEL → IDR → BOM → COK,5:25,4/3/2023 18:50,37h 25m,2 stops,No info,18799
22,5               IndiGo,27/4/2019,Banglore,Delhi,BLR → DEL,23:30,28/4/2023 2:20,2h 50m,non-stop,No info,3943
22,6             SpiceJet,21/5/2019,Mumbai,Hyderabad,BOM → HYD,5:45,7:15,,non-stop,No check-in baggage included,1965
22,7          Jet Airways,27/5/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,4995
22,8            Air India,24/3/2019,Kolkata,Banglore,CCU → BOM → BLR,16:50,25/3/2023 18:30,25h 40m,1 stop,No info,14641
22,9            Air India,12/4/2019,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,non-stop,No info,4460
23,0            Air India,18/5/2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:15,6h 15m,1 stop,No info,10191
23,1          Jet Airways,9/3/2019,Delhi,Cochin,DEL → BOM → COK,2:15,19:45,17h 30m,1 stop,In-flight meal not included,13843
23,2               IndiGo,1/5/2019,Delhi,Cochin,DEL → LKO → COK,21:50,2/5/2023 3:35,5h 45m,1 stop,No info,
23,3             Air Asia,1/5/2019,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,non-stop,No info,4409
23,4          Jet Airways,6/3/2019,Delhi,Cochin,DEL → BOM → COK,18:15,7/3/2023 19:45,25h 30m,1 stop,No info,17024
23,5    Multiple carriers,18/5/2019,Delhi,Cochin,DEL → BOM → COK,7:05,21:00,13h 55m,1 stop,No info,13727
23,6               IndiGo,15/3/2019,Banglore,New Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No info,8855
23,7    Multiple carriers,24/6/2019,Delhi,Cochin,DEL → BOM → COK,8:45,19:00,10h 15m,1 stop,No info,12524
23,8          Jet Airways,18/3/2019,Banglore,New Delhi,BLR → BOM → DEL,,20:20,8h 40m,1 stop,,13555
23,9          Jet Airways,6/6/2019,Kolkata,Banglore,CCU → BOM → BLR,6:30,12:00,5h 30m,1 stop,In-flight meal not included,10844
24,0    Multiple carriers,9/6/2019,Delhi,Cochin,DEL → BOM → COK,9:00,,12h,1 stop,No info,13587
24,1             SpiceJet,12/6/2019,Chennai,Kolkata,MAA → CCU,9:45,12:00,2h 15m,non-stop,No check-in baggage included,3543
24,2              Vistara,18/3/2019,Chennai,Kolkata,MAA → CCU,7:05,9:20,2h 15m,non-stop,No info,4842
24,3               IndiGo,24/4/2019,Banglore,Delhi,BLR → DEL,23:30,25/4/2023 2:20,2h 50m,non-stop,No info,
24,4          Jet Airways,9/6/2019,Delhi,Cochin,DEL → BOM → COK,19:15,10/6/2023 4:25,9h 10m,1 stop,In-flight meal not included,10577
24,5               IndiGo,15/5/2019,Delhi,Cochin,DEL → BOM → COK,10:35,21:00,10h 25m,1 stop,No info,6979
24,6              Vistara,27/6/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,11982
24,7             SpiceJet,6/6/2019,Delhi,Cochin,DEL → PNQ → COK,8:45,13:15,4h 30m,1 stop,No info,5264
24,8              Vistara,3/3/2019,Delhi,Cochin,DEL → COK,6:00,9:10,3h 10m,non-stop,No info,8001
24,9            Air India,1/6/2019,,Cochin,DEL → AMD → BOM → COK,19:45,2/6/2023 19:15,23h 30m,2 stops,No info,10651
25,0          Jet Airways,24/5/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,25/5/2023 19:50,27h 20m,1 stop,In-flight meal not included,10844
25,1    Multiple carriers,27/3/2019,Delhi,Cochin,DEL → HYD → COK,9:45,22:20,12h 35m,1 stop,No info,6601
25,2            Air India,21/3/2019,Delhi,Cochin,DEL → BOM → COK,19:00,22/3/2023 19:15,24h 15m,1 stop,No info,6587
25,3             SpiceJet,21/3/2019,Mumbai,Hyderabad,BOM → HYD,13:10,14:30,1h 20m,non-stop,No info,3173
25,4            Air India,9/5/2019,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,No info,5228
25,5          Jet Airways,21/6/2019,Banglore,Delhi,BLR → DEL,7:10,10:10,3h,non-stop,In-flight meal not included,5769
25,6          Jet Airways,,Delhi,Cochin,DEL → BOM → COK,8:00,19:00,11h,1 stop,No info,14714
25,7,3/6/2019,Delhi,Cochin,DEL → JAI → BOM → COK,,19:00,13h 30m,2 stops,No info,13014
25,8               IndiGo,3/6/2019,Banglore,Delhi,BLR → DEL,22:10,4/6/2023 1:00,2h 50m,non-stop,,3359
25,9                GoAir,3/3/2019,Banglore,New Delhi,BLR → DEL,20:55,23:50,2h 55m,non-stop,No info,6722
26,0               IndiGo,18/3/2019,Kolkata,Banglore,CCU → BLR,9:35,12:20,,non-stop,No info,4462
26,1               IndiGo,9/3/2019,Delhi,Cochin,DEL → HYD → COK,4:55,16:10,11h 15m,1 stop,No info,6171
26,2            Air India,21/5/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,5:50,20:25,14h 35m,2 stops,No info,12303
26,3    Multiple carriers,21/3/2019,Delhi,,DEL → BOM → COK,11:40,22/3/2023 1:35,13h 55m,1 stop,No info,7695
26,4               IndiGo,24/6/2019,Delhi,Cochin,DEL → BOM → COK,11:25,25/6/2023 1:30,14h 5m,1 stop,No info,5684
26,5            Air India,12/6/2019,Kolkata,Banglore,CCU → BOM → BLR,16:50,13/6/2023 7:55,15h 5m,1 stop,No info,8366
26,6            Air India,1/3/2019,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,non-stop,No info,19630
26,7          Jet Airways,6/3/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,7/3/2023 5:05,15h,1 stop,In-flight meal not included,13502
26,8          Jet Airways,1/5/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,2/5/2023 10:05,12h 55m,1 stop,No info,14781
26,9    Multiple carriers,12/6/2019,Delhi,Cochin,DEL → HYD → COK,7:10,16:10,9h,1 stop,No info,
27,0            Air India,1/6/2019,Delhi,Cochin,DEL → BOM → COK,7:00,19:15,12h 15m,1 stop,No info,9929
27,1    Multiple carriers,,Delhi,Cochin,DEL → IXU → BOM → COK,17:50,7/6/2023 1:30,7h 40m,2 stops,No info,18275
27,2            Air India,9/4/2019,Delhi,Cochin,DEL → MAA → COK,6:05,10/4/2023 9:25,27h 20m,1 stop,No info,4487
27,3               IndiGo,15/3/2019,Mumbai,Hyderabad,BOM → HYD,21:20,22:45,1h 25m,non-stop,No info,2754
27,4            Air India,27/3/2019,Mumbai,Hyderabad,BOM → HYD,6:20,7:40,1h 20m,,No info,2575
27,5             SpiceJet,12/6/2019,Kolkata,Banglore,CCU → IXB → BLR,15:55,21:25,5h 30m,1 stop,No info,8224
27,6            Air India,9/3/2019,Delhi,Cochin,DEL → BLR → COK,20:30,10/3/2023 8:15,11h 45m,1 stop,No info,8991
27,7               IndiGo,24/6/2019,Delhi,Cochin,DEL → COK,5:35,8:50,3h 15m,non-stop,No info,5000
27,8          Jet Airways,12/6/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,13/6/2023 19:50,24h 55m,1 stop,,8529
27,9            Air India,3/3/2019,Delhi,Cochin,DEL → MAA → COK,6:05,4/3/2023 9:25,27h 20m,1 stop,No info,14042
28,0          Jet Airways,24/5/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,4030
28,1          Jet Airways,6/6/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,7/6/2023 12:00,17h 5m,1 stop,In-flight meal not included,10844
28,2               IndiGo,6/5/2019,Kolkata,Banglore,CCU → BLR,21:25,7/5/2023 0:05,2h 40m,non-stop,No info,4804
28,3    Multiple carriers,27/5/2019,Delhi,Cochin,,17:30,28/5/2023 1:30,8h,1 stop,In-flight meal not included,7308
28,4               IndiGo,12/5/2019,Banglore,Delhi,BLR → DEL,16:55,19:55,3h,non-stop,No info,4823
28,5          Jet Airways,24/6/2019,Delhi,Cochin,DEL → BOM → COK,9:00,25/6/2023 12:35,27h 35m,1 stop,In-flight meal not included,10262
28,6          Jet Airways,27/5/2019,Delhi,Cochin,DEL → BOM → COK,20:55,28/5/2023 4:25,7h 30m,1 stop,In-flight meal not included,12898
28,7            Air India,12/3/2019,Banglore,New Delhi,BLR → BOM → JDH → DEL,17:25,13/3/2023 16:20,22h 55m,2 stops,No info,12778
28,8               IndiGo,3/3/2019,Delhi,Cochin,DEL → BOM → COK,4:45,13:20,8h 35m,1 stop,No info,14871
28,9            Air India,21/3/2019,Delhi,Cochin,DEL → UDR → BOM → COK,13:20,22/3/2023 19:15,29h 55m,2 stops,No info,8708
29,0          Jet Airways,6/6/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,7/6/2023 18:15,22h 15m,1 stop,In-flight meal not included,10844
29,1             SpiceJet,6/3/2019,Mumbai,Hyderabad,BOM → HYD,5:45,7:05,1h 20m,non-stop,No info,4129
29,2               IndiGo,18/5/2019,Kolkata,Banglore,CCU → BLR,21:25,19/5/2023 0:05,2h 40m,non-stop,No info,4804
29,3          Jet Airways,6/5/2019,Banglore,Delhi,BLR → DEL,8:20,,3h,non-stop,No info,7229
29,4,21/3/2019,Banglore,New Delhi,BLR → BOM → DEL,7:00,19:10,12h 10m,1 stop,In-flight meal not included,7832
29,5             SpiceJet,18/3/2019,Chennai,Kolkata,,9:30,12:05,2h 35m,non-stop,No info,3859
29,6    Multiple carriers,6/6/2019,Delhi,Cochin,DEL → BOM → COK,7:30,19:15,11h 45m,1 stop,No info,
29,7              Vistara,9/5/2019,Banglore,Delhi,BLR → DEL,17:00,19:35,2h 35m,non-stop,No info,4878
29,8               IndiGo,3/5/2019,Mumbai,,BOM → HYD,,4:05,1h 30m,non-stop,,2754
29,9,,Banglore,Delhi,BLR → DEL,7:00,9:40,2h 40m,non-stop,No info,
30,0             Air Asia,12/5/2019,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,non-stop,No info,5216
30,1          Jet Airways,6/6/2019,Delhi,Cochin,DEL → JAI → BOM → COK,5:30,7/6/2023 4:25,22h 55m,2 stops,In-flight meal not included,10368
30,2               IndiGo,9/3/2019,Delhi,Cochin,DEL → HYD → MAA → COK,6:40,21:20,14h 40m,2 stops,No info,8146
30,3          Jet Airways,27/3/2019,Delhi,Cochin,DEL → BOM → COK,13:00,28/3/2023 4:25,15h 25m,1 stop,No info,12242
30,4          Jet Airways,15/3/2019,Banglore,New Delhi,BLR → BOM → DEL,8:00,15:15,7h 15m,1 stop,In-flight meal not included,
30,5            Air India,6/6/2019,Delhi,Cochin,DEL → HYD → MAA → COK,13:15,7/6/2023 9:25,20h 10m,2 stops,No info,10939
30,6            Air India,6/6/2019,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,7/6/2023 7:40,20h 45m,2 stops,No info,11753
30,7             SpiceJet,24/4/2019,,,CCU → BLR,17:10,19:40,2h 30m,non-stop,No info,4174
30,8          Jet Airways,21/5/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,22/5/2023 19:50,23h 50m,1 stop,In-flight meal not included,10844
30,9          Jet Airways,3/6/2019,Delhi,Cochin,DEL → BOM → COK,16:00,4/6/2023 19:00,27h,1 stop,No info,14714
31,0          Jet Airways,12/6/2019,Kolkata,Banglore,CCU → BOM → BLR,6:30,12:00,5h 30m,1 stop,In-flight meal not included,
31,1               IndiGo,3/3/2019,Delhi,Cochin,DEL → BOM → COK,9:10,21:00,11h 50m,1 stop,No info,14871
31,2               IndiGo,6/3/2019,Chennai,Kolkata,MAA → CCU,13:20,15:35,2h 15m,non-stop,No info,7295
31,3            Air India,6/6/2019,Delhi,Cochin,DEL → JAI → BOM → COK,18:45,7/6/2023 19:15,24h 30m,2 stops,No info,13465
31,4             SpiceJet,21/5/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No check-in baggage included,3543
31,5    Multiple carriers,27/6/2019,Delhi,Cochin,DEL → BOM → COK,19:00,28/6/2023 1:30,6h 30m,1 stop,No info,7198
31,6          Jet Airways,1/6/2019,Delhi,Cochin,DEL → BOM → COK,8:00,2/6/2023 4:25,20h 25m,1 stop,In-flight meal not included,10262
31,7               IndiGo,15/3/2019,Kolkata,Banglore,CCU → BLR,15:20,17:55,2h 35m,non-stop,No info,4148
31,8          Jet Airways,27/6/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,,8016
31,9          Jet Airways,9/6/2019,Delhi,Cochin,DEL → BOM → COK,22:50,10/6/2023 4:25,5h 35m,1 stop,In-flight meal not included,10262
32,0             SpiceJet,15/6/2019,Kolkata,Banglore,CCU → BLR,14:55,17:25,2h 30m,non-stop,No check-in baggage included,3841
32,1          Jet Airways,12/3/2019,Banglore,New Delhi,BLR → MAA → DEL,9:45,13/3/2023 0:30,14h 45m,1 stop,No info,11507
32,2          Jet Airways,1/5/2019,Kolkata,Banglore,CCU → BOM → BLR,8:25,20:45,12h 20m,1 stop,No info,14781
32,3          Jet Airways,27/5/2019,Delhi,Cochin,DEL → BOM → COK,17:30,28/5/2023 19:00,25h 30m,1 stop,No info,16079
32,4          Jet Airways,27/5/2019,Delhi,Cochin,DEL → BOM → COK,22:50,28/5/2023 4:25,5h 35m,1 stop,In-flight meal not included,12898
32,5    Multiple carriers,6/3/2019,Delhi,Cochin,DEL → BOM → COK,7:30,19:15,11h 45m,1 stop,No info,15353
32,6               IndiGo,24/3/2019,Banglore,New Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No info,7303
32,7             SpiceJet,24/3/2019,Kolkata,Banglore,CCU → MAA → BLR,15:05,20:45,5h 40m,1 stop,No info,6197
32,8            Air India,9/6/2019,Kolkata,Banglore,CCU → BBI → BLR,9:10,13:15,4h 5m,1 stop,No info,8996
32,9               IndiGo,21/3/2019,Delhi,Cochin,DEL → HYD → COK,14:20,22:20,8h,1 stop,No info,6528
33,0                GoAir,9/4/2019,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,non-stop,No info,4239
33,1,12/3/2019,Kolkata,Banglore,CCU → BLR,20:25,23:05,2h 40m,non-stop,No info,4148
33,2             SpiceJet,24/5/2019,Banglore,Delhi,BLR → DEL,21:10,25/5/2023 0:05,2h 55m,non-stop,No info,3971
33,3             Air Asia,6/5/2019,Kolkata,Banglore,CCU → DEL → BLR,7:35,23:30,15h 55m,1 stop,No info,5192
33,4          Jet Airways,9/4/2019,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,10/4/2023 12:35,23h 10m,2 stops,No info,9483
33,5          Jet Airways,3/6/2019,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,7h 20m,2 stops,No info,18804
33,6            Air India,18/6/2019,Delhi,Cochin,DEL → COK,5:10,8:00,2h 50m,non-stop,No info,5201
33,7          Jet Airways,27/5/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7h 30m,1 stop,No info,16079
33,8          Jet Airways,15/6/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,,7229
33,9    Multiple carriers,27/5/2019,Delhi,Cochin,DEL → BOM → COK,17:45,28/5/2023 1:30,7h 45m,1 stop,No info,6795
34,0          Jet Airways,9/5/2019,Kolkata,Banglore,CCU → DEL → BLR,9:35,10/5/2023 10:55,,1 stop,No info,10953
34,1    Multiple carriers,24/6/2019,Delhi,Cochin,DEL → IDR → BOM → COK,15:05,25/6/2023 1:30,10h 25m,2 stops,No info,15965
34,2            Air India,,Delhi,Cochin,DEL → JDH → BOM → COK,12:55,10/4/2023 19:15,30h 20m,2 stops,No info,9968
34,3               IndiGo,6/6/2019,Kolkata,Banglore,CCU → BLR,22:15,7/6/2023 0:50,2h 35m,,No info,4804
34,4          Jet Airways,27/5/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1 stop,No info,16079
34,5          Jet Airways,12/6/2019,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,13/6/2023 12:35,15h 10m,2 stops,In-flight meal not included,11507
34,6            Air India,9/6/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,9:25,10/6/2023 13:45,28h 20m,2 stops,No info,11542
34,7          Jet Airways,24/4/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,,non-stop,No info,7229
34,8          Jet Airways,27/4/2019,Banglore,Delhi,BLR → DEL,6:00,8:45,2h 45m,non-stop,In-flight meal not included,4544
34,9               IndiGo,15/5/2019,Delhi,Cochin,DEL → BLR → COK,5:10,10:05,4h 55m,1 stop,No info,6496
35,0               IndiGo,15/6/2019,Kolkata,Banglore,CCU → BLR,21:25,16/6/2023 0:05,2h 40m,non-stop,No info,4804
35,1            Air India,1/3/2019,Banglore,,BLR → CCU → DEL,11:05,2/3/2023 9:15,22h 10m,1 stop,No info,13439
35,2          Jet Airways,27/3/2019,Delhi,Cochin,DEL → BOM → COK,18:15,28/3/2023 4:25,10h 10m,1 stop,In-flight meal not included,6540
35,3               IndiGo,1/6/2019,Banglore,Delhi,BLR → DEL,23:30,2/6/2023 2:20,2h 50m,non-stop,No info,4591
35,4               IndiGo,18/3/2019,Banglore,New Delhi,,16:15,20:35,4h 20m,1 stop,No info,4437
35,5             Air Asia,21/3/2019,Delhi,Cochin,DEL → BLR → COK,20:10,22/3/2023 7:10,11h,1 stop,No info,6151
35,6          Jet Airways,21/6/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,In-flight meal not included,7754
35,7          Jet Airways,24/6/2019,Delhi,Cochin,DEL → BOM → COK,14:00,25/6/2023 12:35,22h 35m,1 stop,In-flight meal not included,10262
35,8          Jet Airways,9/6/2019,Banglore,Delhi,BLR → DEL,,22:00,3h 5m,non-stop,,8016
35,9             SpiceJet,24/3/2019,Kolkata,Banglore,CCU → BLR,6:55,9:35,2h 40m,non-stop,No check-in baggage included,
36,0              Vistara,27/6/2019,Banglore,Delhi,BLR → DEL,11:30,14:20,2h 50m,non-stop,No info,4668
36,1            Air India,6/3/2019,Banglore,New Delhi,BLR → MAA → DEL,11:50,,21h 5m,1 stop,No info,14594
36,2          Jet Airways,24/3/2019,Kolkata,Banglore,CCU → BOM → BLR,16:55,25/3/2023 4:45,11h 50m,1 stop,No info,14231
36,3            Air India,15/5/2019,Delhi,Cochin,DEL → TRV → COK,5:15,16/5/2023 6:50,25h 35m,1 stop,No info,8425
36,4    Multiple carriers,12/6/2019,Delhi,Cochin,DEL → HYD → COK,7:05,22:30,15h 25m,1 stop,No info,9646
36,5               IndiGo,3/3/2019,Chennai,Kolkata,MAA → CCU,14:40,17:05,2h 25m,,No info,
36,6             Air Asia,9/4/2019,Kolkata,Banglore,CCU → BBI → BLR,6:50,10:30,3h 40m,1 stop,No info,5162
36,7               IndiGo,9/3/2019,Banglore,New Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No info,6860
36,8,15/4/2019,Delhi,Cochin,DEL → COK,6:00,9:10,3h 10m,non-stop,No info,6216
36,9             Air Asia,24/5/2019,Kolkata,Banglore,CCU → DEL → BLR,7:35,19:25,11h 50m,1 stop,No info,5192
37,0               IndiGo,9/4/2019,Banglore,Delhi,BLR → DEL,20:00,22:50,2h 50m,non-stop,No info,4823
37,1             SpiceJet,3/4/2019,Banglore,Delhi,BLR → DEL,9:30,12:20,2h 50m,non-stop,No check-in baggage included,3919
37,2               IndiGo,3/6/2019,Mumbai,Hyderabad,BOM → HYD,19:05,20:35,1h 30m,non-stop,No info,2754
37,3    Multiple carriers,9/5/2019,Delhi,Cochin,DEL → BOM → COK,7:30,19:00,11h 30m,1 stop,No info,9315
37,4,27/3/2019,,Cochin,DEL → BOM → COK,10:00,18:50,8h 50m,1 stop,No info,11667
37,5          Jet Airways,12/6/2019,Kolkata,Banglore,CCU → BOM → BLR,8:25,13/6/2023 4:40,20h 15m,1 stop,In-flight meal not included,6224
37,6            Air India,24/3/2019,Kolkata,Banglore,CCU → BOM → GOI → BLR,9:25,25/3/2023 5:35,20h 10m,2 stops,No info,13349
37,7          Jet Airways,18/3/2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,16/3/2023 9:00,16h 5m,1 stop,In-flight meal not included,11087
37,8    Multiple carriers,6/3/2019,Delhi,Cochin,DEL → BOM → COK,13:00,7/3/2023 1:35,12h 35m,1 stop,,15603
37,9          Jet Airways,9/5/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,10/5/2023 12:35,17h 5m,2 stops,No info,15129
38,0               IndiGo,9/4/2019,Banglore,Delhi,BLR → DEL,16:55,19:55,3h,non-stop,No info,4823
38,1              Vistara,1/5/2019,Kolkata,Banglore,CCU → DEL → BLR,7:10,22:40,15h 30m,1 stop,No info,8452
38,2    Multiple carriers,6/6/2019,Delhi,Cochin,DEL → BOM → COK,7:30,19:00,11h 30m,1 stop,No info,12524
38,3             SpiceJet,27/3/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,3384
38,4          Jet Airways,1/6/2019,Delhi,Cochin,DEL → BOM → COK,19:15,2/6/2023 19:00,23h 45m,1 stop,In-flight meal not included,10262
38,5             SpiceJet,,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1h 30m,non-stop,No check-in baggage included,1965
38,6               IndiGo,18/5/2019,Kolkata,Banglore,CCU → BLR,,19/5/2023 0:50,2h 35m,non-stop,No info,4804
38,7          Jet Airways,27/5/2019,Delhi,Cochin,DEL → BOM → COK,18:15,28/5/2023 19:00,24h 45m,1 stop,,16079
38,8          Jet Airways,1/6/2019,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,2/6/2023 19:00,21h 35m,2 stops,No info,
38,9             Air Asia,9/5/2019,Delhi,Cochin,DEL → BLR → COK,7:55,13:25,5h 30m,1 stop,No info,6751
39,0            Air India,15/5/2019,Delhi,Cochin,DEL → BOM → COK,7:00,19:15,12h 15m,1 stop,No info,8669
39,1               IndiGo,3/3/2019,Delhi,Cochin,DEL → BOM → COK,17:30,,8h 5m,1 stop,No info,14871
39,2          Jet Airways,21/5/2019,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,5h,1 stop,In-flight meal not included,12898
39,3             SpiceJet,6/6/2019,Banglore,Delhi,BLR → DEL,9:30,12:20,2h 50m,non-stop,No check-in baggage included,3919
39,4    Multiple carriers,1/3/2019,Delhi,Cochin,,12:50,19:15,6h 25m,1 stop,No info,36983
39,5               IndiGo,3/6/2019,Chennai,,MAA → CCU,19:35,21:55,2h 20m,non-stop,No info,
39,6            Air India,9/3/2019,Banglore,New Delhi,BLR → DEL,17:00,19:45,2h 45m,non-stop,No info,10741
39,7            Air India,6/6/2019,Kolkata,Banglore,CCU → BOM → GOI → BLR,16:50,7/6/2023 5:35,12h 45m,2 stops,No info,11432
39,8          Jet Airways,12/3/2019,Banglore,,BLR → BOM → DEL,18:55,13/3/2023 10:45,15h 50m,1 stop,,11087
39,9          Jet Airways,3/6/2019,Delhi,Cochin,DEL → IDR → BOM → COK,9:35,4/6/2023 12:35,27h,2 stops,No info,
40,0            Air India,15/6/2019,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,5:15,16/6/2023 7:40,26h 25m,3 stops,No info,10493
40,1                GoAir,9/3/2019,Banglore,New Delhi,BLR → DEL,7:45,10:40,2h 55m,non-stop,No info,7631
40,2            Air India,6/6/2019,Delhi,Cochin,DEL → CCU → BOM → COK,6:50,7/6/2023 7:40,24h 50m,2 stops,No info,13381
40,3          Jet Airways,6/6/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,7/6/2023 4:40,8h 40m,1 stop,No info,13731
40,4            Air India,21/5/2019,Delhi,Cochin,DEL → BHO → BOM → COK,5:55,22/5/2023 7:40,25h 45m,2 stops,No info,11911
40,5,18/4/2019,Banglore,Delhi,BLR → DEL,23:30,19/4/2023 2:20,2h 50m,non-stop,No info,4591
